<Covariate>		
<Trait>	d1	d2
I7274	-0.02202246847948921	-0.01848977714664414
I7278	-0.01936076050688426	-0.010766577263604228
I7282	-0.021820721023664457	-0.011172871418422287
I7286	-0.026003689581138953	0.011730235809954609
I7290	-0.02032059323229718	-0.002924422118307904
I7294	-0.021495773069622772	0.0018413664696362293
I7298	-0.02653392126691612	0.023675325781453555
I7302	-0.02275067361117982	0.0315593453260474
I7306	-0.022017510270273034	-0.04731690773641526
I7310	-0.024555019921000346	0.02473541427972188
I7314	-0.02141453020960991	0.026295932035867314
I7318	-0.024678715985275754	0.024310545147600674
I7322	-0.02502052137096427	0.020795820581645006
I7326	-0.023692167602119927	0.0012383662340829681
I7330	-0.025057915567732687	-0.017914510398699693
I7334	-0.020367106492704904	0.023038360610155243
I7338	-0.025127626283452102	0.009748934125822522
I7342	-0.020107286022643875	0.020202047155062904
I7346	-0.020994253110144044	0.00889696849376863
I7350	-0.022755989041527896	-0.038464666515223726
I7354	-0.02279001189875459	0.005438110125166565
I7358	-0.020845677119105895	-0.015172725146193373
I7362	-0.02265671922563693	0.013938481830668186
I7366	-0.02257254520137135	-0.01644222459960077
I7370	-0.02125231022553642	-0.023176819718672737
I7374	-0.02424125825334839	0.012067285878655055
I7378	-0.0255951392675392	0.0009647711872840667
I7382	-0.021400914975367252	0.04028825069107836
I7386	-0.01955231430398918	-0.00284338969762594
I7390	-0.019841149819752237	-0.029390957692452667
I7394	-0.02145754822327515	0.038047512946693916
I7398	-0.02100137573557471	-0.0026297992473083487
I7402	-0.021124005710338716	-0.02333742658855143
I7406	-0.023702755131174275	0.0005446335283708822
I7410	-0.02637146669815649	-0.019298412375889716
I7414	-0.0239364908762346	-0.012498285961606423
I7418	-0.022352852907699085	-0.008058609155009663
I7422	-0.024293250741188932	-0.005505635503514848
I7426	-0.020998187181550894	0.037630906222201665
I7430	-0.022080741653057238	0.014369549099399992
I7434	-0.023643464830073624	-0.028517858998725786
I7438	-0.021107629698974353	0.005133354234438472
I7442	-0.02150367057334118	-0.03105913203855501
I7446	-0.02145942370961106	-0.008877653340452386
I7450	-0.02041075326578695	0.03784771792380444
I7454	-0.024505315724069218	-0.016320362147168272
I7458	-0.022498219320619853	-0.024347219486570686
I7462	-0.022325919765362717	6.2012952710624e-05
I7466	-0.02347330763805205	-0.004444230787597061
I7470	-0.023967846901622538	-0.0026178952469888004
I7474	-0.02209168719383496	-0.02108065603743177
I7478	-0.021551510361379724	-0.012748682205046347
I7482	-0.021401161540945342	-0.0030148988377625067
I7486	-0.023585875726315892	0.016733616080948897
I7490	-0.023704184299179552	0.020154201980217414
I7494	-0.022060793089828386	0.03529692156227602
I7498	-0.018563376651620694	0.023193401732713073
I7502	-0.022965337266811988	-0.004321717390655955
I7506	-0.023101521545606376	0.0035940473024290358
I7510	-0.023247328694942854	0.008492132609470663
I7515	-0.02286284065256159	-0.016057468290737835
I7518	-0.022038945207570115	0.01858421655447018
I7522	-0.023706086663093224	0.00036373969073279905
I7526	-0.01877239634480822	-0.004702570995069674
I7530	-0.023359465807222063	-0.03353287068344251
I7534	-0.023653705662115682	0.03507452013930866
I7538	-0.02063299048058631	0.005680569282087418
I7542	-0.020205697985831935	0.035978088502827764
I7546	-0.01982075854727966	-0.019967974198869434
I7550	-0.02270735874885072	0.014760396839578355
I7554	-0.02317345518308236	0.018982592241047883
I7560	-0.02189824454065246	-0.009893591759020319
I7564	-0.023804890293869188	0.017017935166872503
I7568	-0.022566691860382647	0.010255167829660277
I7572	-0.026018669548807757	0.002146525353351984
I7576	-0.019747930492070846	-0.010261031415527413
I7580	-0.02008510904828747	0.0011678958023069925
I7584	-0.02093334151959151	0.025343131035797842
I7588	-0.020261892018167398	0.007069040302115069
I7592	-0.020514272192392918	-0.03723382235490673
I7596	-0.023247622159209582	-0.044629189007995444
I7600	-0.024630991081520278	0.0020496003410420075
I7604	-0.023623497845924893	-0.0037026415797993305
I7608	-0.023903612025231964	0.005244706200375343
I7612	-0.021291231455717246	0.02400937227165521
I7616	-0.022638555957605104	0.0007714750718537458
I7620	-0.024019366179467806	0.002297529195645242
I7624	-0.021897592349008205	-0.04566019750983356
I7628	-0.017548650263405817	-0.018774990782026824
I7632	-0.020077640619457698	0.04364047917559823
I7636	-0.022301702289948405	6.73095675232e-05
I7640	-0.024011534882976665	-0.02836572396559245
I7644	-0.021018844912852882	0.011112985440845716
I7648	-0.02094658690642147	0.017448965268186675
I7652	-0.02043903173191698	0.012980265811538999
I7656	-0.020005823930348946	-0.00335330508005451
I7660	-0.021104711759624927	-0.034841779453646075
I7664	-0.024049459744600727	0.010555487735937437
I7668	-0.017013655900689793	0.011572886317935167
I7672	-0.020752648220491037	0.010087510809671142
I7676	-0.0218336966202366	0.01006847374983437
I7680	-0.01999458881303447	0.004877392034090498
I7684	-0.024622025761028624	-0.0009066411892988766
I7688	-0.022756028460641863	0.001751643483472259
I7692	-0.018166657418019195	0.007231842408586621
I7696	-0.020305267840254493	0.01673033630147098
I7700	-0.02552191077959691	-0.029033783775504408
I7704	-0.021933323486169814	-0.00846969949409784
I7708	-0.022845988626397255	0.02046196140036977
I7712	-0.02089127613300979	0.0330957167842877
I7716	-0.022445678222795674	-0.029243649473317257
I7720	-0.02282687283257828	-0.03535074824980015
I7724	-0.022821361741728084	0.002638124093177136
I7728	-0.02103827333961091	0.04016856446099535
I7732	-0.020433356953953243	0.005927765452179708
I7736	-0.020501995679125487	0.02697866857102782
I7740	-0.02198060452851776	-0.0014577301888032248
I7744	-0.01959547749007162	-0.0014841050422841496
I7747	-0.02424523787845104	-0.013492953397396834
I7750	-0.024728384997289663	0.03210495837296223
I7753	-0.019116106111105566	0.004224378770870811
I7756	-0.02308406475214165	0.01222546480931753
I7759	-0.023162151589717312	-0.032526613692885786
I7761	-0.022170020159425985	0.012395022224946475
I7763	-0.023645513725367412	-0.03112210940865562
I7765	-0.024244278106771468	-0.019669810781545307
I7767	-0.02393150091181573	0.027697414149858195
I7769	-0.025174220198952227	-0.015741916463770867
I7771	-0.021546812635042156	0.023265629671533686
I7773	-0.024938531114226174	-0.04290766007432615
I7775	-0.02075260145126426	-0.00095524702037586
I7777	-0.02122327911825937	-0.010577621190749268
I7779	-0.02058176614679361	-0.02224214316409211
I7781	-0.022175962800398245	0.019216580118607416
I7783	-0.02294945903768568	0.04793734404266408
I7784	-0.02139754232348079	-0.020392541255188627
I7785	-0.022675620254406677	-0.004961018982864096
I7786	-0.02223398322064464	0.022181344486794236
I7787	-0.024233193443005032	0.02393657384155493
I7788	-0.020568213920234394	-0.030002984946029033
I7789	-0.02478935259189287	-0.01261789010257134
I7790	-0.021108509418479575	0.023333209736804084
I7791	-0.019724161622396416	-0.001392602789353943
I7792	-0.027546320599552303	-0.02067239181489513
I7793	-0.021171737206706353	0.04458217557443614
I7794	-0.02021190817101679	0.026246414887468778
I7795	-0.02150192898923631	0.015398179311172676
I7796	-0.023824603578126487	-0.023731305178791684
I7797	-0.021134475500495985	-0.022112362959843694
I7798	-0.023060962365642982	-0.0293995677547514
I7799	-0.023883110017287094	-0.03773467499472986
I7800	-0.02231511160990651	-0.0073729034883708465
I7801	-0.02242735331782976	-0.04231317985195065
I7802	-0.021375882072548674	0.031096480600322596
I7803	-0.024504705882950336	-0.0028244374862507428
I7804	-0.02196901577938189	0.020879135048294938
I7805	-0.022201451948734158	-0.02269121329570503
I7806	-0.018581337682045562	0.022383293600920617
I7807	-0.026453599020437375	0.013858793954238228
I7808	-0.02528308556164844	0.021429833135057183
I7809	-0.022137478797563663	0.011144341306498882
I7810	-0.023021130436704434	-0.011212015745559151
I7811	-0.020573911263726492	0.05788890564561031
I7812	-0.023500007990261078	-0.04102440453109351
I7813	-0.020764321767256882	0.003495243339823656
I7814	-0.022792778799024915	-0.02216131222827896
I7815	-0.022736976806797694	-0.035865124573629524
I7816	-0.02078445579364742	0.03902225039114311
I7817	-0.02227062276162526	0.033960386400420484
I7818	-0.022101716303218884	0.04715763708621673
I7819	-0.019573783561808635	0.03900894501152485
I7820	-0.020846876423702462	0.019489421216623316
I7821	-0.020906985405993422	-0.003767396057328538
I7822	-0.02151810340451182	0.0037147850316301325
I7823	-0.01803515993901624	0.0008011334462872885
I7824	-0.026068315931703265	-0.03459782458827017
I7825	-0.02258360414269241	-0.031079152136165925
I7826	-0.02054984619618597	-0.01686054626108765
I7827	-0.022109591267121687	0.0474556256611805
I7828	-0.019788936273054763	0.0024942529358672988
I7829	-0.022639101418708243	0.022446846327353605
I7830	-0.02346539363463692	0.002917288461148114
I7831	-0.02224111682700242	0.04621448259899555
I7832	-0.02359535108250129	0.0009766241790506104
I7833	-0.024038464333952955	0.002813860038974978
I7834	-0.021169235986066934	-0.01727078849137392
I7835	-0.021116789729835	0.019829955778877948
I7836	-0.023588607449088087	-0.03159338577310483
I7837	-0.02057846849022368	0.040825460665345314
I7838	-0.01960484089362302	0.0029987988703426794
I7839	-0.024416462576943094	-0.00737560217147249
I7840	-0.022373761430984622	-0.008491219699422736
I7841	-0.024623660763698485	0.014136366072964212
I7842	-0.02283611347054002	-0.021971173917526902
I7843	-0.02189688929762957	0.010062277236238029
I7844	-0.020653020467605955	-0.0266777404695618
I7845	-0.020302035444354827	-0.009079054201324087
I7846	-0.02401334213880167	-0.032942245647121844
I7847	-0.02373451321589682	0.04351389501856497
I7848	-0.021609345358434433	0.027901582195140405
I7849	-0.026524033872720572	-0.029210980276347286
I7850	-0.02241632181892645	0.02054576991340024
I7851	-0.02409669608367559	-0.019334169746796564
I7852	-0.02484394917536539	-0.006433572262251972
I7853	-0.023720057823977223	0.04663258019449155
I7854	-0.021677629285964124	-0.01087390302341235
I7855	-0.01843194450514829	0.016108770707513816
I7856	-0.0219123295691806	0.003148586399231826
I7857	-0.021014265170103134	0.014861710796707655
I7858	-0.020991557009358792	0.01445589670540549
I7859	-0.021104767753184168	-0.022285852860987
I7860	-0.022585964436441227	-0.0017560562790445624
I7861	-0.02137988642959036	0.010886166075495229
I7862	-0.023067433339980233	-0.022447905880047234
I7863	-0.01766115011576128	-0.028050451759574074
I7864	-0.022210242535053822	0.018179190266648833
I7865	-0.024954824724063327	-0.021909458632633744
I7866	-0.023922343977605696	-0.008376288530362753
I7867	-0.01899266468189291	0.04093720277285609
I7868	-0.02456261955819073	0.017531800842132277
I7869	-0.021792887564951784	0.01833375438199258
I7870	-0.022912067274480162	0.0075956536103185274
I7871	-0.021136746773324055	-0.009307832889469134
I7872	-0.023844621678020546	-0.036272477784859876
I7873	-0.018214057514363283	0.008265768361543883
I7874	-0.019456536321092163	0.0044407988079599855
I7875	-0.025766098178651525	0.004703200398134542
I7876	-0.022468767181192402	-0.014130095565861273
I7877	-0.023159223180050918	0.00992961004486175
I7878	-0.023034978668226486	-0.008062606640965891
I7879	-0.022236905374606437	0.01931676685156312
I7880	-0.02228544806730835	0.01020370187791742
I7881	-0.021339318388150518	0.012985707577330958
I7882	-0.01801534832479374	-0.03300368662485474
I7883	-0.020404249845041852	-0.010319367325477898
I7884	-0.02219146907419703	-0.04544538101933343
I7885	-0.02422962268035629	-0.0010758790169826805
I7886	-0.024565024605997878	0.010911295134488713
I7887	-0.022351153372441264	-0.03558772621965783
I7888	-0.0235817216975216	1.4831863775016066e-05
I7889	-0.025957172860796345	-0.022284748674196286
I7890	-0.02239970728355277	-0.030849562335658456
I7891	-0.023245930465185798	0.008830084520290698
I7892	-0.02130984097290741	-0.013515047699522829
I7893	-0.024766059629001278	-0.02280714886505867
I7894	-0.02141705507931694	0.014873120961394046
I7895	-0.023741615370038285	0.040451611928196206
I7896	-0.024262128746017044	0.018856312760216293
I7897	-0.021099353525238878	0.03497200845822908
I7898	-0.024005848411751733	0.010718428753589946
I7899	-0.019919195982971174	0.010319268053635294
I7900	-0.020144827055465376	-0.012798013269436173
I7901	-0.02390725903645615	0.02283699601625072
I7902	-0.025870500302871052	-0.026893145849298104
I7903	-0.0204095234596321	0.02600962640884824
I7904	-0.022172697934990007	-0.010088435502664004
I7905	-0.021809804430415088	0.03315541973409822
I7906	-0.023853654707566837	0.018130481929990106
I7907	-0.020499699672437952	0.017866127947829227
I7908	-0.018821977337773545	0.027509877317288437
I7909	-0.020960088041629937	-0.015231714893915902
I7910	-0.02687748920770041	-0.03154607945328738
I7911	-0.021003003257458977	0.032781211133606644
I7912	-0.024488580235027622	-0.027424256590963102
I7913	-0.025083353387428863	-0.01869774099870932
I7914	-0.01939339725444476	-0.03891735105268413
I7915	-0.02048547265899813	0.0018944122912529743
I7916	-0.020170944844316155	0.028091386799777532
I7917	-0.022786577253642547	-0.00011676242740763683
I7918	-0.0233181667830976	0.001935551124753388
I7919	-0.02065856555277608	-0.018256034688666843
I7920	-0.020482345979697135	0.026692030128084365
I7921	-0.018593284959591404	-0.007600420000482407
I7922	-0.022408913603435224	-0.010369982052913049
I7923	-0.021940463151646588	-0.03534287870731839
I7924	-0.01992188536038409	0.035511929059002106
I7925	-0.021683034404267294	-0.028163256775379012
I7926	-0.02194064777303107	0.010753216975837676
I7927	-0.024113436693993524	-0.0015087392023921638
I7928	-0.02077569202723216	-0.007746309581861108
I7929	-0.022752771789958666	-0.004136713409176324
I7930	-0.022621223936695398	-0.0003011290079641053
I7931	-0.025104092197989418	-0.0026609224094703097
I7932	-0.02158622734648676	0.030514651022285885
I7933	-0.022745192730355124	0.0073701429680383046
I7934	-0.0235620884199714	0.03959591150983214
I7935	-0.019604395156153323	0.026017862819944327
I7936	-0.016768663825563385	0.005006152877322003
I7937	-0.022920082145659184	-0.02781263662255658
I7938	-0.02109045588784454	-0.03492711188042811
I7939	-0.021350629314154147	-0.00783123802597902
I7940	-0.023077095709500346	0.008703364701844228
I7941	-0.021383167916891054	-0.005931882813367847
I7942	-0.024538004521102934	0.042397893855277
I7943	-0.019990691175840916	-0.02447026523516306
I7944	-0.0207062900878245	0.027957165994376303
I7945	-0.02016034250462958	0.012843532360319166
I7946	-0.022409903859086307	-0.017076335423918128
I7947	-0.019475356474609656	-0.0353929516031367
I7948	-0.023066342871843115	0.012997216959496056
I7949	-0.022381129878332986	-0.014510301961124582
I7950	-0.0220860616622292	-0.008916131750218556
I7951	-0.022726501156582753	-0.022920821416044894
I7952	-0.022579164369023616	-0.004707761038589834
I7953	-0.021361979209996985	-0.006106073052815749
I7954	-0.024581038448774833	0.003678986394954382
I7955	-0.016641737733305777	-0.018736473803989892
I7956	-0.021851741376717755	0.0016844434748599364
I7957	-0.024598721312514442	0.017831620638332685
I7958	-0.019716421242505153	-0.006215761921972946
I7959	-0.0223962135793421	0.01936746387910972
I7960	-0.021070668591368025	0.020108331257132007
I7961	-0.021515837444547506	-0.023303876638577428
I7962	-0.02216027295326099	-0.002504095151444905
I7963	-0.022268135856309202	0.024814220202922156
I7964	-0.024653606485516445	6.198730957401271e-05
I7965	-0.025971607468361184	0.03212873392691328
I7966	-0.02050083343734208	0.030680614806001014
I7967	-0.024078113709429007	-0.015460725263066853
I7968	-0.022398781699595235	0.005691764510886728
I7969	-0.023141882682285925	-0.005218052692193496
I7970	-0.02284369582249632	-0.014569118686888205
I7971	-0.02291788354985072	0.01471328418298555
I7972	-0.023573671932143894	0.014585783665182988
I7973	-0.023170344615547428	-0.016148915563385456
I7974	-0.022173287353016217	0.027452095383891276
I7975	-0.021878295342264768	0.023466755858442604
I7976	-0.0234503377899555	0.0053994568464096
I7977	-0.019662301469494697	0.006144734588303851
I7978	-0.020736990063091584	-0.017100344490641742
I7979	-0.021645078490104122	-0.006750307140152515
I7980	-0.017299946870281264	0.003911589635925562
I7981	-0.024371054785356252	-0.026131017401137477
I7982	-0.020622497822297397	0.015023019707106759
I7983	-0.020684272241241766	0.02162949306747733
I7984	-0.021738098285323686	-0.004983529190564455
I7985	-0.020923909535008025	0.02794402182328289
I7986	-0.02570739951586682	-0.011775630044585449
I7987	-0.023002984051694424	-0.012516447750757078
I7988	-0.022954058134090554	-0.007521900514254526
I7989	-0.01929076995788111	0.00327340091837773
I7990	-0.0218436084103994	-0.012026522544798536
I7991	-0.024026369692978004	-0.003074849356256829
I7992	-0.022510288731706057	0.04267557527177951
I7993	-0.024229745316908673	0.04297064058294466
I7994	-0.021282194278944355	-0.008430118245345812
I7995	-0.025678283735636315	-0.015538646169975566
I7996	-0.02063842413733329	0.026761411553724555
I7997	-0.025582831496309993	0.03812203711539345
I7998	-0.022637781597144274	-0.005884786867410413
I7999	-0.021870139689165003	-0.012633469150318613
I8000	-0.02341788029802896	-0.004705018653903407
I6002	-0.01929548302671562	0.012832314029294887
I6006	-0.021732241218673568	-0.0264237725573356
I6009	-0.025273452262264604	0.006225548603903807
I6012	-0.02179270907495002	0.02472894158544667
I6015	-0.01652620698878937	0.003446232230928629
I6017	-0.02196200872279936	0.015482243818289266
I6019	-0.02387155901559004	0.016270098447546916
I6022	-0.02024223401855144	0.011998818344809325
I6024	-0.02281817994973889	-0.015449614218259586
I6026	-0.023051642112058544	-0.010817316296024242
I6029	-0.02354923073791732	-0.030623677079937704
I6032	-0.019225870574958965	0.014539734178488077
I6035	-0.021346942835017035	0.006125581130905852
I6038	-0.021918037291225483	0.012233396575631618
I6041	-0.021686568408545527	-0.008493376293777229
I6044	-0.02361590517174051	-0.011713245204696804
I6047	-0.021847916010616468	-0.0040428075050037045
I6050	-0.019798169488820676	-0.03379808809659556
I6053	-0.02318388797818262	0.024012082277240596
I6056	-0.021237740251834808	-0.0013198797897343388
I6058	-0.022692042514748004	-0.029952120245444514
I6061	-0.022858687921000913	0.04247394328653942
I6063	-0.02271865580479978	0.019037235044915325
I6066	-0.02266997613494852	-0.013064299936908415
I6069	-0.019515471152789624	0.047911368114470484
I6101	-0.023089711322051364	-0.008048705392292394
I6102	-0.021489878006551662	-0.016080385997425065
I6103	-0.019975789675780283	0.02047965682674498
I6104	-0.02137616456958861	0.02697951954287906
I6105	-0.023097329215838784	-0.00544721777262417
I6106	-0.019250195662817413	0.02570440154519105
I6107	-0.01847654775350028	0.009963125958801913
I6108	-0.024871771433508882	0.022077392454604425
I6111	-0.024298304150148282	-0.027725128287085874
I6113	-0.02113315117234296	-0.014987229789722611
I6115	-0.019218525414739392	0.010932075904617753
I6117	-0.02241837840099751	0.03489680269656504
I6119	-0.024027424242204654	-0.004083957671266209
I6122	-0.022746405895882626	-0.01772576439866512
I6125	-0.02380870362007927	0.012048405822718265
I6128	-0.023253106336183556	0.04319787730602946
I6131	-0.01974711184523273	0.006693629483503688
I6134	-0.024812816947735038	0.01920835872344729
I6137	-0.024990888250571094	-0.0023427757883936495
I6140	-0.023501183270395833	0.03370207190595568
I6143	-0.02199816720436814	0.0012645751219642603
I6146	-0.021649922394099526	0.018227723341722152
I6149	-0.020351297814648665	0.018638324214260045
I6152	-0.02183589169219311	-0.040956602974632085
I6155	-0.024352616716955464	-0.018230704304346524
I6158	-0.02419492724898897	-0.030408435847453518
I6161	-0.025001657280608228	0.021395407414562174
I6164	-0.024016240179130923	-0.01988164316158175
I6167	-0.021666280484169912	0.001140867122143454
I6170	-0.022792587887974274	0.017253417688656316
I6173	-0.024369294983247598	0.01942032025420885
I6176	-0.023428868440334052	0.025694692052694222
I6179	-0.023798816932124846	0.03214347626413401
I6182	-0.0195481478344778	0.014915521585755966
I6185	-0.02162113344364075	0.013880716012445523
I6188	-0.022107726971687818	-0.005287699541549337
I6191	-0.023746786633574622	-0.013763608364257005
I6194	-0.01965282493054825	-0.008967899208488481
I6197	-0.021109555709335804	-0.038862768311733895
I6200	-0.02206569849052631	-0.013598342393023998
I6203	-0.020169757653084288	0.032876670761663986
I6206	-0.02043833048507138	-0.005690091059315143
I6209	-0.020244968310355823	0.03337320276699386
I6212	-0.019699814915531914	-0.004784980989996426
I6215	-0.023205306213210625	0.011949596875172008
I6218	-0.023669938979713583	0.031157870248700207
I6221	-0.020795385709911712	-0.014181696421482379
I6224	-0.02015255121203517	-0.007601352524204389
I6227	-0.022637329614054486	-0.006299637101582938
I6230	-0.024970247056695025	-0.030760886611823367
I6233	-0.025551567565390555	0.025107112436366603
I6235	-0.024441551028793654	-0.03205933698871116
I6238	-0.020887448747196925	0.011295634663661822
I6241	-0.0203815519931037	-0.0006054006806125218
I6244	-0.02181012346423108	-0.02196295688579645
I6247	-0.02323843674548569	-0.04587504993234839
I6250	-0.023614167705018504	-0.005145016708094779
I6253	-0.019317362329452244	0.0009190694460478694
I6256	-0.02199942619818616	-0.024018587791251586
I6259	-0.022654815855406175	0.024028423668859007
I6262	-0.020146313466281877	0.02601652545970942
I6265	-0.022454407338765872	-0.014361347755400367
I6268	-0.026135381877096873	0.02674971430350074
I6271	-0.02119771739543118	-0.016538125400462574
I6274	-0.021688430616167806	-0.029076419592510387
I6277	-0.020200784123130776	0.02521567951526577
