	chr	cM
327	1	19.65191814
328	1	20.23785876
329	1	20.61901424
330	1	20.63409757
331	1	20.63950138
332	1	20.73334363
333	1	20.74188842
334	1	20.91502931
335	1	20.92687876
336	1	20.92985163
337	1	21.06882442
338	1	21.25299413
339	1	21.26636098
340	1	21.29491955
341	1	21.30600587
342	1	21.36056157
343	1	21.42486314
344	1	21.44097503
345	1	21.44155456
346	1	21.56758299
347	1	21.64068373
348	1	21.89545244
349	1	21.90479575
350	1	22.51792352
351	1	22.51818674
352	1	22.51876185
353	1	22.53404868
354	1	22.69889031
355	1	22.70432951
356	1	22.71567685
357	1	22.73038415
358	1	22.73112073
359	1	22.82941786
360	1	22.85986544
361	1	23.17009454
362	1	23.33433451
363	1	23.66770068
364	1	23.73516313
365	1	23.75480752
366	1	23.75703717
367	1	23.83159337
368	1	23.83844159
369	1	23.83848141
370	1	23.83865394
371	1	23.83964711
372	1	23.84031733
373	1	23.84123529
374	1	23.84486954
375	1	23.84807024
376	1	24.19431883
377	1	24.22900452
378	1	24.23235564
379	1	24.23272724
380	1	24.23394603
381	1	24.25057331
382	1	24.25060428
383	1	24.25115063
384	1	24.28082624
385	1	24.28104301
386	1	24.41293533
387	1	24.41820864
388	1	24.42805848
389	1	24.42857829
390	1	24.64160739
391	1	24.66461616
392	1	24.74103483
393	1	24.80863222
394	1	24.82884507
395	1	24.940018
396	1	24.96503523
397	1	25.00693632
398	1	25.00701595
399	1	25.00961058
400	1	25.01136466
401	1	25.01302362
402	1	25.01570673
403	1	25.01766652
404	1	25.01769085
405	1	25.017940799999998
406	1	25.68175556
407	1	25.9552883
408	1	26.02228404
409	1	26.02478576
410	1	26.02884691
411	1	26.05024759
412	1	26.05196849
413	1	26.05272719
414	1	26.05750944
415	1	27.11507013
416	1	27.267449600000003
417	1	27.26776149
418	1	27.26776812
419	1	27.31210458
420	1	27.49607963
421	1	27.58733389
422	1	27.58852171
423	1	27.59386137
424	1	27.59515758
425	1	27.5976217
426	1	27.59780529
427	1	27.71040272
428	1	28.3582206
429	1	28.37392771
430	1	28.37425286
431	1	28.37442097
432	1	28.37471074
433	1	28.50456806
434	1	28.51200024
435	1	28.51734433
436	1	28.65907764
437	1	29.409140999999998
438	1	29.41535218
439	1	29.66928035
440	1	29.67220898
441	1	29.67222004
442	1	29.697575699999998
443	1	29.698113199999998
444	1	29.69986728
445	1	29.7
446	1	29.70004809
447	1	29.70014239
448	1	29.74401416
449	1	29.80516899
450	1	29.830184600000003
451	1	29.83319969
452	1	29.83370554
453	1	29.83747627
454	1	29.83777978
455	1	29.83787657
456	1	29.88014026
457	1	29.88832809
458	1	29.89010979
459	1	29.9
460	1	29.90174164
461	1	30.06066209
462	1	30.06557383
463	1	30.065686100000004
464	1	30.06609086
465	1	30.06631097
466	1	30.16172735
467	1	30.21182863
468	1	30.21196158
469	1	30.21263519
470	1	30.21362197
471	1	30.48351242
472	1	30.66232507
473	1	30.686838
474	1	30.71836919
475	1	31.03653655
476	1	31.03753958
477	1	31.05188188
478	1	31.05206801
479	1	31.10551814
480	1	31.10578109
481	1	31.11204596
482	1	31.11534754
483	1	31.11542731
484	1	31.11789574
485	1	31.11816016
486	1	31.12014111
487	1	31.15516887
488	1	31.16751841
489	1	31.30079437
490	1	31.30664711
491	1	31.42230283
492	1	31.42604758
493	1	31.52956502
494	1	31.70118214
495	1	31.73559981
496	1	31.93314653
497	1	31.95161026
498	1	31.95290873
499	1	31.98657007
500	1	32.08286687
501	1	32.08446079
502	1	32.12715235
503	1	32.1308971
504	1	32.29404829
505	1	32.32183474
506	1	32.32735658
507	1	32.32927548
508	1	32.32936855
509	1	32.33052816
510	1	32.36337998
511	1	32.59631047
512	1	32.5964966
513	1	32.60200071
514	1	32.6026167
515	1	32.60820797
516	1	32.61997548
517	1	32.62231982
518	1	32.65811426
519	1	32.65817039
520	1	33.51946898
521	1	33.6003525
522	1	33.64340598
523	1	33.69491062
524	1	33.83874278
525	1	33.88083607
526	1	33.88328529
527	1	33.9
528	1	33.90037345
529	1	33.92964117
530	1	33.93421185
531	1	33.95005789
532	1	33.95062012
533	1	33.95075247
534	1	33.97463695
535	1	33.98085225
536	1	33.98144628
537	1	33.9836716
538	1	34.06581964
539	1	34.0694967
540	1	34.08057918
541	1	34.08858992
542	1	34.12046565
543	1	34.12330347
544	1	34.20014419
545	1	34.20376995
546	1	34.20445017
547	1	34.20501445
548	1	34.20520733
549	1	34.20641079
550	1	34.20664676
551	1	34.2068735
552	1	34.20856018
553	1	34.21699362
554	1	34.37575257
555	1	34.37674775
556	1	34.37869606
557	1	34.38470104
558	1	34.38903369
559	1	34.437365899999996
560	1	34.44492214
561	1	34.44593887
562	1	34.44852944
563	1	34.54341587
564	1	34.69775187
565	1	34.88244723
566	1	34.8889734
567	1	34.90222272
568	1	34.95771104
569	1	35.02026314
570	1	35.22358695
571	1	35.24767252
572	1	35.25160504
573	1	35.25348461
574	1	35.25501125
575	1	35.35063125
576	1	35.3709033
577	1	35.37411252
578	1	35.50689196
579	1	35.51010426
580	1	35.52734972
581	1	35.53680502
582	1	35.60376056
583	1	35.60418018
584	1	35.62318927
585	1	35.62403056
586	1	35.842231899999994
587	1	35.91926653
588	1	35.92506426
589	1	35.964949700000005
590	1	35.965957200000005
591	1	35.97882178
592	1	35.97904749
593	1	35.97930501
594	1	35.98192225
595	1	35.981952
596	1	35.98555006
597	1	35.98572037
598	1	36.08027849
599	1	36.20316147
600	1	36.23752414
601	1	36.26771215
602	1	36.39285739
603	1	36.39289842
604	1	36.39304924
605	1	36.40294878
606	1	36.40466625
607	1	36.51604918
608	1	36.51797902
609	1	36.51827245
610	1	36.582474299999994
611	1	36.58526082
612	1	36.58855314
613	1	36.72388006
614	1	36.7240001
615	1	36.95230207
616	1	36.95307667
617	1	36.95377638
618	1	37.22048538
619	1	37.22474724
620	1	37.23253432
621	1	37.23357978
622	1	37.30962024
623	1	37.31165986
624	1	37.31302953
625	1	37.31947772
626	1	37.39624252
627	1	37.40578297
628	1	37.53097951
629	1	37.71956019
630	1	37.79323068
631	1	37.79828048
632	1	37.79867137
633	1	37.79873191
634	1	37.79873498
635	1	37.8
636	1	37.8030961
637	1	37.80714278
638	1	37.97883713
639	1	38.18203106
640	1	38.18564258
641	1	38.19914699
642	1	38.23256381
643	1	38.25302374
644	1	38.32012846
645	1	38.46290567
646	1	38.71927189
647	1	38.71942883
648	1	38.72000668
649	1	38.72113918
650	1	38.72176517
651	1	38.73358777
652	1	39.2
653	1	39.31050458
654	1	39.311566
655	1	39.31336946
656	1	39.31377898
657	1	39.31437314
658	1	39.36151598
659	1	39.36161223
660	1	39.38416817
661	1	39.49985999
662	1	39.5
663	1	39.53774968
664	1	39.53785124
665	1	39.55084343
666	1	40.13865577
667	1	40.13903841
668	1	40.13921895
669	1	40.13990318
670	1	40.148286299999995
671	1	40.15004766
672	1	40.16172678
673	1	40.16278237
674	1	40.17003912
675	1	40.49216343
676	1	40.49301487
677	1	40.54071104
678	1	40.54358851
679	1	40.5454586
680	1	40.54618489
681	1	40.54859868
682	1	40.87467348
683	1	40.90523001
684	1	40.99361077
685	1	41.13940441
686	1	41.14912419
687	1	41.14918266
688	1	41.15380302
689	1	41.17181359
690	1	41.17184232
691	1	41.24404567
692	1	41.25663573
693	1	41.46122404
694	1	41.46407381
695	1	41.539852200000006
696	1	41.54005121
697	1	41.541119099999996
698	1	41.54115501
699	1	41.64473248
700	1	41.69453264
701	1	41.89540229
702	1	41.90545444
703	1	41.90596839
704	1	41.90615714
705	1	42.07020653
706	1	42.26061267
707	1	42.26142206
708	1	42.26159747
709	1	42.34733261
710	1	42.35270696
711	1	42.35422416
712	1	42.35716215
713	1	42.36312738
714	1	42.36349258
715	1	42.369108000000004
716	1	42.37106529
717	1	42.37114325
718	1	42.3765535
719	1	42.38776074
720	1	42.38785307
721	1	42.39036021
722	1	42.39117472
723	1	42.39133783
724	1	42.39139425
725	1	42.39243239
726	1	42.40285384
727	1	42.40307645
728	1	42.40342523
729	1	42.40352987
730	1	42.42973378
731	1	42.43058317
732	1	42.60560693
733	1	42.61286882
734	1	42.61638025
735	1	42.61780923
736	1	42.62053282
737	1	42.69515612
738	1	42.73018324
739	1	42.80796713
740	1	42.81147446
741	1	42.81169911
742	1	42.81172886
743	1	42.81222332
744	1	42.81233411
745	1	42.86757939
746	1	42.87373029
747	1	43.03130769
748	1	43.19475696
749	1	43.19798834
750	1	43.2
751	1	43.43136234
752	1	43.62527048
753	1	43.62603915
754	1	43.62925057
755	1	43.63498603
756	1	43.74168522
757	1	43.88616934
758	1	44.0880081
759	1	44.10390996
760	1	44.10796211
761	1	44.11029214
762	1	44.35001931
763	1	44.35017637
764	1	44.35059212
765	1	44.3509395
766	1	44.51000804
767	1	44.51629783
768	1	44.5180569
769	1	44.51952587
770	1	44.57799655
771	1	44.83047145
772	1	45.39071931
773	1	45.39095213
774	1	45.39107593
775	1	45.39127364
776	1	45.39150276
777	1	45.39167275
778	1	45.39178362
779	1	45.40187426
780	1	45.40292749
781	1	45.41202034
782	1	45.41872034
783	1	45.42392364
784	1	45.42440037
785	1	45.42479394
786	1	45.60093028
787	1	45.60199829
788	1	45.60535383
789	1	45.69418513
790	1	45.69876389
791	1	45.83068137
792	1	45.83191198
793	1	45.83338095
794	1	45.83341237
795	1	45.83767331
796	1	45.85166828
797	1	45.85465427
798	1	45.85647432
799	1	45.86546554
800	1	45.86932922
801	1	46.15854508
802	1	46.35314798
803	1	46.36711524
804	1	46.3697483
805	1	46.484331899999994
806	1	47.21693188
807	1	47.2914467
808	1	47.29951589
809	1	47.3
810	1	47.30010174
811	1	47.32244549
812	1	47.32254451
813	1	47.3977822
814	1	47.45910511
815	1	47.47148379
816	1	47.47462138
817	1	47.47499837
818	1	47.47560971
819	1	47.47793066
820	1	47.49174551
821	1	47.4921888
822	1	47.49483586
823	1	47.49935603
824	1	47.50072134
825	1	47.61299332
826	1	47.64033506
827	1	47.64039774
828	1	47.75947359
829	1	47.79262722
830	1	48.05693429
831	1	48.05702876
832	1	48.05725586
833	1	48.05755563
834	1	48.14796349
835	1	48.148494899999996
836	1	48.15254997
837	1	48.19216592
838	1	48.19258832
839	1	48.27480701
840	1	48.3172744
841	1	48.32517379
842	1	48.326300200000006
843	1	48.44450944
844	1	48.4465615
845	1	48.45609146
846	1	48.49964802
847	1	48.49966709
848	1	48.51345106
849	1	48.53777147
850	1	48.538055799999995
851	1	48.93036732
852	1	48.96914391
853	1	48.98740988
854	1	49.21975695
855	1	49.25023718
856	1	49.25150893
857	1	49.25293057
858	1	49.28970324
859	1	49.30554108
860	1	49.35364778
861	1	49.35520931
862	1	49.35869027
863	1	49.35904273
864	1	49.35958958
865	1	49.36561768
866	1	49.409603000000004
867	1	49.426053100000004
868	1	49.46496777
869	1	49.466021500000004
870	1	49.5406215
871	1	49.54195139
872	1	49.5422021
873	1	49.69677888
874	1	49.69698417
875	1	49.69735026
876	1	49.70078853
877	1	49.70101926
878	1	49.70170055
879	1	49.70573836
880	1	49.72296877
881	1	49.82970318
882	1	49.862756899999994
883	1	49.86328467
884	1	49.98736486
885	1	50.03010386
886	1	50.03028645
887	1	50.08324761
888	1	50.09803443
889	1	50.12860642
890	1	50.17107108
891	1	50.24395876
892	1	50.29907917
893	1	50.31559467
894	1	50.41451781
895	1	50.423911499999996
896	1	50.42472179
897	1	50.4247881
898	1	50.42833265
899	1	50.432342299999995
900	1	50.52862292
901	1	50.52911891
902	1	50.69089379
903	1	50.69308211
904	1	50.72996198
905	1	50.73190866
906	1	50.7370756
907	1	50.73709741
908	1	50.75682408
909	1	50.76248155
910	1	51.09667315
911	1	51.23894846
912	1	51.3112702
913	1	51.34175225
914	1	51.44484764
915	1	51.453588200000006
916	1	51.45754517
917	1	51.56089581
918	1	51.56596374
919	1	51.65585018
920	1	51.70107728
921	1	51.75038306
922	1	51.75085088
923	1	51.80629558
924	1	51.83697748
925	1	51.84234245
926	1	51.87612651
927	1	51.93664187
928	1	52.03139548
929	1	52.06937541
930	1	52.06946352
931	1	52.07515915
932	1	52.18505296
933	1	52.207633799999996
934	1	52.21365191
935	1	52.21441314
936	1	52.26288502
937	1	52.32769617
938	1	52.33860052
939	1	52.45826592
940	1	52.50681955
941	1	52.50726103
942	1	52.55194944
943	1	52.59961921
944	1	52.65562257
945	1	52.72847118
946	1	52.73814285
947	1	52.73828819
948	1	52.90884996
949	1	52.96640032
950	1	52.96693991
951	1	52.96995032
952	1	52.97164084
953	1	52.97376558
954	1	52.9781622
955	1	53.01803886
956	1	53.01804431
957	1	53.10368764
958	1	53.10373215
959	1	53.10387023
960	1	53.10399014
961	1	53.10695695
962	1	53.11365817
963	1	53.11370086
964	1	53.18142341
965	1	53.21796717
966	1	53.22110295
967	1	53.22114383
968	1	53.22195684
969	1	53.24054893
970	1	53.27048503
971	1	53.31472652
972	1	53.39772007
973	1	53.49376360000001
974	1	53.49482824
975	1	53.57666359
976	1	53.79211817
977	1	53.80068341
978	1	53.80075971
979	1	53.80166266
980	1	53.80396816
981	1	53.80451592
982	1	53.80556148
983	1	53.87493367
984	1	53.87582753
985	1	53.94444848
986	1	53.94525786
987	1	53.95051201
988	1	53.96533608
989	1	53.96609277
990	1	54.03205849
991	1	54.04658461
992	1	54.11620388
993	1	54.11672167
994	1	54.11741205
995	1	54.13544547
996	1	54.13761744
997	1	54.15888021
998	1	54.17684641
999	1	54.17703899
1000	1	54.32744533
1001	1	54.32757614
1002	1	54.32759249
1003	1	54.32914403
1004	1	54.37812279
1005	1	54.37835806
1006	1	54.37845617
1007	1	54.38032746
1008	1	54.38417723
1009	1	54.63817403
1010	1	54.63842838
1011	1	54.64636592
1012	1	54.64695820000001
1013	1	54.64940995
1014	1	54.65054635
1015	1	54.65137935
1016	1	54.69753845
1017	1	54.701829700000005
1018	1	54.9115287
1019	1	55.01766993
1020	1	55.01780528
1021	1	55.01863555
1022	1	55.20579912
1023	1	55.2085234
1024	1	55.23226971
1025	1	55.28414534
1026	1	55.28613199
1027	1	55.37605204
1028	1	55.37847564
1029	1	55.37869728
1030	1	55.44297521
1031	1	55.46706853
1032	1	55.69716731
1033	1	55.69724816
1034	1	55.74222272
1035	1	55.74232174
1036	1	55.74458091
1037	1	55.7976211
1038	1	55.85666758
1039	1	55.85711269
1040	1	55.86453517
1041	1	56.00479294
1042	1	56.11331689
1043	1	56.11808141
1044	1	56.12040418
1045	1	56.12082022
1046	1	56.12270514
1047	1	56.17067104
1048	1	56.18551328
1049	1	56.22646002
1050	1	56.22841852
1051	1	56.23001366
1052	1	56.28838974
1053	1	56.40536448
1054	1	56.40619293
1055	1	56.40634373
1056	1	56.40636462
1057	1	56.49679428
1058	1	56.49885542
1059	1	56.49987828
1060	1	56.5
1061	1	56.50030213
1062	1	56.50031765
1063	1	56.54496163
1064	1	56.54615908
1065	1	56.550205000000005
1066	1	56.56155603
1067	1	56.56166905
1068	1	56.63590432
1069	1	56.63669548
1070	1	56.63984312
1071	1	56.63999604
1072	1	56.64192481
1073	1	56.68064433
1074	1	56.7196985
1075	1	56.73745415
1076	1	56.74142472
1077	1	56.74375904
1078	1	56.85977801
1079	1	56.87322993
1080	1	56.88093468
1081	1	56.88452112
1082	1	56.91669715
1083	1	56.91908466
1084	1	56.93590363
1085	1	56.93595977
1086	1	56.93600262
1087	1	56.9380193
1088	1	56.99065539
1089	1	57.02101641
1090	1	57.02151134
1091	1	57.27711931
1092	1	57.37309631
1093	1	57.38100938
1094	1	57.38152943
1095	1	57.39162022
1096	1	57.41318762
1097	1	57.42622143
1098	1	57.45618206
1099	1	57.46419486
1100	1	57.46474446
1101	1	57.46483828
1102	1	57.50050323
1103	1	57.51911801
1104	1	57.67432188
1105	1	57.83339808
1106	1	57.834119799999996
1107	1	57.83482822
1108	1	57.83489249
1109	1	57.88062312
1110	1	57.88187819
1111	1	57.88234062
1112	1	57.88351443
1113	1	57.94929737
1114	1	57.94931288
1115	1	57.95529939
1116	1	57.99433952
1117	1	58.10890469
1118	1	58.10978007
1119	1	58.16510803
1120	1	58.38504587
1121	1	58.38615984
1122	1	58.38717261
1123	1	58.38722358
1124	1	58.38723467
1125	1	58.387307799999995
1126	1	58.47153782
1127	1	58.48774587
1128	1	58.51517199
1129	1	58.51518454
1130	1	58.58937844
1131	1	58.62715168
1132	1	58.627300899999994
1133	1	58.62952146
1134	1	58.63264399
1135	1	58.63566753
1136	1	58.65884458
1137	1	58.66573454
1138	1	58.70595513
1139	1	58.70695312
1140	1	58.93893269
1141	1	58.93965958
1142	1	58.94130838
1143	1	59.01706243
1144	1	59.01739707
1145	1	59.02248309
1146	1	59.05878112
1147	1	59.05882175
1148	1	59.05891631
1149	1	59.05939869
1150	1	59.06037083
1151	1	59.06099135
1152	1	59.06269407
1153	1	59.06327101
1154	1	59.06417814
1155	1	59.13913734
1156	1	59.17202475
1157	1	59.39825419
1158	1	59.43466007
1159	1	59.62269151
1160	1	59.67429859
1161	1	59.67549086
1162	1	59.67692987
1163	1	59.67774246
1164	1	59.72960956
1165	1	59.72978315
1166	1	59.73078854
1167	1	59.73079223
1168	1	59.73091707
1169	1	59.73093997
1170	1	59.73097174
1171	1	59.73287244
1172	1	59.82969896
1173	1	59.83169865
1174	1	59.83260209
1175	1	59.86975998
1176	1	59.86991068
1177	1	59.87013894
1178	1	59.87695872
1179	1	59.88061903
1180	1	59.88623766
1181	1	59.88824696
1182	1	59.888326
1183	1	59.88860228
1184	1	59.88959954
1185	1	59.89081324
1186	1	59.89899446
1187	1	59.9571502
1188	1	60.04999802
1189	1	60.09834665
1190	1	60.29071801
1191	1	60.29084507
1192	1	60.29471961
1193	1	60.350340100000004
1194	1	60.35191281
1195	1	60.35299798
1196	1	60.50394984
1197	1	60.50445437
1198	1	60.50714993
1199	1	60.50726443
1200	1	60.51310246
1201	1	60.51325464
1202	1	60.5480686
1203	1	60.54819122
1204	1	60.54920326
1205	1	60.66438304
1206	1	60.66445987
1207	1	60.66449754
1208	1	60.66828491
1209	1	60.66833810000001
1210	1	60.66846885
1211	1	60.66889804
1212	1	60.69618233
1213	1	60.76972689
1214	1	60.77104328
1215	1	60.78398401
1216	1	60.78405641
1217	1	60.78418642
1218	1	60.78464516
1219	1	60.7865828
1220	1	60.79967349
1221	1	60.8
1222	1	60.80217212
1223	1	60.80228828
1224	1	60.92572872
1225	1	60.92584487
1226	1	61.1186616
1227	1	61.11925716
1228	1	61.11927048
1229	1	61.11961671
1230	1	61.1196944
1231	1	61.1198579
1232	1	61.23352008
1233	1	61.23597925
1234	1	61.23644016
1235	1	61.23646088
1236	1	61.26933424
1237	1	61.34069178
1238	1	61.35093391
1239	1	61.51617147
1240	1	61.53617706
1241	1	61.58820743
1242	1	61.59171493
1243	1	61.592011600000006
1244	1	61.59235192
1245	1	61.64111819
1246	1	61.64404049
1247	1	61.64559856
1248	1	61.64600177
1249	1	61.73418366
1250	1	61.81400849
1251	1	61.81553623
1252	1	61.83744317
1253	1	61.84097879
1254	1	61.84188951
1255	1	61.84788209
1256	1	61.93568371
1257	1	61.94535987
1258	1	61.94623582
1259	1	61.94777318
1260	1	61.94863063
1261	1	61.95445749
1262	1	61.96076893
1263	1	61.96459531
1264	1	61.9680022
1265	1	62.05291702
1266	1	62.05398903
1267	1	62.05406523
1268	1	62.05408520000001
1269	1	62.05929505
1270	1	62.06070219
1271	1	62.09629514
1272	1	62.0980759
1273	1	62.10075703
1274	1	62.17744722
1275	1	62.17755376
1276	1	62.30669454
1277	1	62.30925729
1278	1	62.31083164
1279	1	62.31278626
1280	1	62.31536159
1281	1	62.40821916
1282	1	62.41268105
1283	1	62.43543878
1284	1	62.43575469
1285	1	62.47037107
1286	1	62.50751987
1287	1	62.51269421
1288	1	62.62653986
1289	1	62.64017705
1290	1	62.64283376
1291	1	62.69352282
1292	1	62.84374787
1293	1	62.84376192
1294	1	62.84555822
1295	1	62.84556857
1296	1	62.84564034
1297	1	62.96112618
1298	1	62.96990642
1299	1	62.97612316
1300	1	62.97980379
1301	1	62.98005681
1302	1	62.98024768
1303	1	62.98072265
1304	1	62.98311598
1305	1	62.99241928
1306	1	63.08378389
1307	1	63.09228595
1308	1	63.09265216
1309	1	63.09754018
1310	1	63.09843315
1311	1	63.11936648
1312	1	63.11947154
1313	1	63.11996204
1314	1	63.12003084
1315	1	63.12034675
1316	1	63.12067375
1317	1	63.1214661
1318	1	63.12201135
1319	1	63.18586559999999
1320	1	63.18992649
1321	1	63.19004413
1322	1	63.26505122
1323	1	63.31706236
1324	1	63.35643507
1325	1	63.35917464
1326	1	63.41142622
1327	1	63.41531473
1328	1	63.416477
1329	1	63.47705974
1330	1	63.47733791
1331	1	63.48002939
1332	1	63.85893268
1333	1	63.87579179
1334	1	63.88261741
1335	1	63.89025536
1336	1	63.97325478
1337	1	63.97340866
1338	1	63.99159059
