,0
219,5.92499999996221e-07
220,0.0008524632000000132
221,1.9627599999996193e-05
222,0.0001729139000000046
223,5.074399999998036e-06
224,0.0027297111000000028
225,0.0038683464
226,0.00010988389999999626
227,5.409000000078379e-07
228,1.3651799999987446e-05
229,1.7000000000066962e-06
230,0.0028003396999999987
231,0.0008238975000000082
232,2.2409999999872808e-06
233,0.0018854389000000004
234,8.943200000000928e-05
235,0.0031650738999999995
236,0.0002863267000000036
237,0.0004110471999999987
238,0.0037462790000000012
239,1.8287999999877512e-06
240,2.0812499999998124e-05
241,5.885720000000205e-05
242,5.929509999999638e-05
243,2.8462600000001004e-05
244,1.1771500000001822e-05
245,0.0025297511999999855
246,7.720000001043558e-08
247,0.0008271946000000163
248,0.0008729408999999855
249,0.0017587092000000127
250,0.0009162659999999967
251,2.7818000000046085e-06
252,3.8639999999645624e-07
253,6.207699999993821e-06
254,3.8639999999645624e-07
255,0.005539838800000023
256,1.107599999983222e-06
257,3.59068000000029e-05
258,3.6575999999932664e-06
259,6.845939999999828e-05
260,0.0024331500000000085
261,0.00023033319999999692
262,0.0014492749999999966
263,3.6480800000013856e-05
264,0.0010608755999999887
265,0.0015134122999999988
266,1.2117399999986844e-05
267,9.596200000032695e-06
268,1.1396999999995217e-05
269,0.00010481150000000383
270,1.0213599999993051e-05
271,4.553699999974015e-06
272,1.620800000026179e-06
273,3.395899999993901e-06
274,0.0002007730000000052
275,1.8034500000005948e-05
276,4.504789999998593e-05
277,9.133100000013884e-06
278,1.793159999998295e-05
279,0.0032410528000000128
280,0.004721766099999982
281,5.767980000001671e-05
282,0.0007192991999999876
283,0.00013341979999999864
284,0.001882053500000005
285,2.6241000000126746e-06
286,1.4921999999728542e-06
287,0.00011601240000000957
288,0.00488106590000001
289,2.9216999999803763e-06
290,2.0482700000030716e-05
291,5.971999999943023e-07
292,0.0011858299000000016
293,4.202699999993342e-06
294,1.526199999979383e-06
295,9.512000000100329e-07
296,0.0008230911000000063
297,2.5525999999977956e-05
298,0.00080245350000002
299,9.64410000001692e-06
300,2.919800000000805e-06
301,1.1944999999968786e-06
302,2.7206999999762615e-06
303,8.140000000018687e-06
304,4.025699999985477e-06
305,5.88379999999944e-06
306,1.1944999999968786e-06
307,0.0020085669999999924
308,7.963000000188459e-07
309,0.0007946232999999836
310,3.3170000001803146e-07
311,0.00012928890000001302
312,0.0003065549999999817
313,3.943919999997547e-05
314,0.007496696300000032
315,0.0007523085000000052
316,0.0007334404999999933
317,5.2312800000002824e-05
318,5.52999999996473e-07
319,0.0021360420999999973
320,4.622900000015306e-06
321,9.86539999999536e-06
322,8.29483000000053e-05
323,5.972299999967845e-06
324,3.269270000000546e-05
325,2.86005999999972e-05
326,3.1410000000065e-06
327,0.005859406200000024
328,0.0038115547999999677
329,0.00015083330000003058
330,5.403809999997122e-05
331,0.0009384225000000157
332,8.544789999998415e-05
333,0.0017314089000000266
334,0.00011849449999999706
335,2.9728700000006826e-05
336,0.0013897278999999685
337,0.001841697100000026
338,0.00013366850000000595
339,0.0002855856999999773
340,0.00011086320000000427
341,0.0005455570000000165
342,0.000643015699999978
343,0.0001611189000000124
344,5.795299999995507e-06
345,0.0012602842999999808
346,0.00073100740000001
347,0.0025476871000000047
348,9.343310000001991e-05
349,0.006131277699999984
350,2.632200000007856e-06
351,5.751099999997677e-06
352,0.00015286830000000863
353,0.0016484162999999797
354,5.439200000001421e-05
355,0.00011347340000000372
356,0.0001470729999999776
357,7.36580000001652e-06
358,0.0009829712999999884
359,0.00030447580000000587
360,0.0031022910000000083
361,0.0016423997000000058
362,0.003333661699999979
363,0.0006746245000000073
364,0.00019644389999999844
365,2.229650000000305e-05
366,0.0007455619999999996
367,6.848219999998406e-05
368,3.9820000001355994e-07
369,1.7253000000039264e-06
370,9.931700000009868e-06
371,6.702199999999437e-06
372,9.179599999988852e-06
373,3.6342500000010605e-05
374,3.2006999999971696e-05
375,0.0034624859000000185
376,0.0003468568999999988
377,3.351120000001373e-05
378,3.71599999997585e-06
379,1.218789999999359e-05
380,0.00016627280000001577
381,3.097000000096273e-07
382,5.4635000000047284e-06
383,0.0002967560999999819
384,2.1677000000153156e-06
385,0.0013189231999999862
386,5.273309999999753e-05
387,9.849840000001109e-05
388,5.198100000001205e-06
389,0.002130291
390,0.00023008770000000568
391,0.0007641866999999891
392,0.0006759738999999954
393,0.0002021285000000006
394,0.0011117292999999861
395,0.0002501723000000311
396,0.0004190108999999964
397,7.962999999833186e-07
398,2.5946300000008192e-05
399,1.7540800000013234e-05
400,1.6589599999967675e-05
401,2.6831100000030972e-05
402,1.959789999997241e-05
403,2.4330000002237285e-07
404,2.499499999970567e-06
405,0.00663814760000001
406,0.002735327400000003
407,0.0006699573999999942
408,2.5017200000014838e-05
409,4.0611499999982926e-05
410,0.00021400680000002836
411,1.720899999998693e-05
412,7.5869999999866876e-06
413,4.782250000001653e-05
414,0.010575606899999989
415,0.0015237947000000319
416,3.1188999999898215e-06
417,6.629999997898039e-08
418,0.00044336460000000245
419,0.001839750500000008
420,0.0009125425999999948
421,1.1878199999983963e-05
422,5.3396600000006346e-05
423,1.2962099999995757e-05
424,2.464120000002623e-05
425,1.8358999999890102e-06
426,0.00112597430000001
427,0.0064781787999999806
428,0.00015707110000001023
429,3.2514999999833093e-06
430,1.6811000000060972e-06
431,2.897700000019654e-06
432,0.0012985731999999928
433,7.432179999998567e-05
434,5.3440900000012447e-05
435,0.0014173330999999933
436,0.007500633599999986
437,6.211180000001093e-05
438,0.002539281700000018
439,2.9286299999995434e-05
440,1.1059999998508375e-07
441,0.0002535565999999889
442,5.3750000000007956e-06
443,1.7540800000013234e-05
444,1.3271999999986405e-06
445,4.808999999994513e-07
446,9.430000000065774e-07
447,0.0004387176999999909
448,0.0006115482999999955
449,0.0002501561000000407
450,3.0150899999981107e-05
451,5.058499999996968e-06
452,3.770729999999389e-05
453,3.0351000000194974e-06
454,9.678999999707116e-07
455,0.0004226369000000219
456,8.187830000000673e-05
457,1.781699999998665e-05
458,9.890209999998234e-05
459,1.7416400000023203e-05
460,0.001589204500000001
461,4.9117400000007195e-05
462,1.122700000024679e-06
463,4.04759999995008e-06
464,2.2011000000077275e-06
465,0.0009541637999999963
466,0.000501012799999998
467,1.3295000000113078e-06
468,6.736099999997691e-06
469,9.867799999980775e-06
470,0.002698904500000019
471,0.0017881265000000114
472,0.0002451293000000021
473,0.0003153118999999904
474,0.0031816736000000036
475,1.0030299999996828e-05
476,0.0001434229999999914
477,1.8612999999945145e-06
478,0.0005345013000000165
479,2.62949999999762e-06
480,6.264869999998979e-05
481,3.301579999998694e-05
482,7.97700000028101e-07
483,2.46843000000041e-05
484,2.6441999999704534e-06
485,1.9809500000000922e-05
486,0.00035027760000001963
487,0.00012349539999998883
488,0.0013327595999999887
489,5.8527400000016884e-05
490,0.0011565571999999945
491,3.7447499999991865e-05
492,0.0010351744000000095
493,0.0017161712000000051
494,0.00034417669999999847
495,0.001975467199999983
496,0.00018463730000000566
497,1.2984700000018279e-05
498,0.0003366133999999832
499,0.0009629679999999752
500,1.5939200000048005e-05
501,0.00042691560000001515
502,3.744749999995634e-05
503,0.0016315119000000066
504,0.00027786450000000685
505,5.521840000000111e-05
506,1.9188999999997237e-05
507,9.306999999836307e-07
508,1.159610000001976e-05
509,0.00032851819999997646
510,0.002329304900000011
511,1.8613000000300418e-06
512,5.5041099999968427e-05
513,6.159900000000107e-06
514,5.59127000000359e-05
515,0.00011767509999998537
516,2.3443400000005e-05
517,0.0003579443999999654
518,5.613000000437296e-07
519,0.00861298589999997
520,0.0008088352000000043
521,0.00043053479999997533
522,0.0005150464000000455
523,0.001438321599999952
524,0.00042093290000003945
525,2.4492200000025834e-05
526,0.00016714709999995136
527,3.7344999999788796e-06
528,0.0002926772
529,4.5706800000004934e-05
530,0.0001584603999999956
531,5.622300000069913e-06
532,1.3234999999411913e-06
533,0.0002388447999999954
534,6.215300000000923e-05
535,5.940300000020216e-06
536,2.2253200000008632e-05
537,0.0008214803999999987
538,3.67706000000112e-05
539,0.00011082479999998895
540,8.01073999999602e-05
541,0.0003187573000000299
542,2.8378200000034327e-05
543,0.0007684071999999986
544,3.625759999998479e-05
545,6.80219999999565e-06
546,5.6427999999897335e-06
547,1.9288000000017293e-06
548,1.2034599999992678e-05
549,2.3596999999853095e-06
550,2.267400000022235e-06
551,1.6866799999988303e-05
552,8.433439999997461e-05
553,0.0015875895000000638
554,9.951799999967647e-06
555,1.948310000003062e-05
556,6.0049800000001595e-05
557,4.332649999994942e-05
558,0.000483322099999981
559,7.556240000006654e-05
560,1.0167299999963574e-05
561,2.5905700000024013e-05
562,0.0009488642999999541
563,0.0015433600000000069
564,0.0018469535999999919
565,6.526170000000774e-05
566,0.00013249319999999898
567,0.0005548832000000204
568,0.0006255209999999778
569,0.0020332381000000054
570,0.00024085570000003997
571,3.9325199999993286e-05
572,1.8795699999998306e-05
573,1.526640000001578e-05
574,0.0009561999999999671
575,0.0002027205000000265
576,3.2092199999951276e-05
577,0.0013277944000000019
578,3.212300000001278e-05
579,0.00017245459999998047
580,9.455300000006161e-05
581,0.0006695553999999504
582,4.196200000023964e-06
583,0.00019009089999997287
584,8.412900000038803e-06
585,0.002182013399999931
586,0.000770346300000071
587,5.797729999997614e-05
588,0.0003988544000000616
589,1.00750000000005e-05
590,0.00012864579999991577
591,2.2571000000226606e-06
592,2.575199999981237e-06
593,2.617239999999299e-05
594,2.975000000304817e-07
595,3.598060000001624e-05
596,1.7031000000145013e-06
597,0.0009455811999999497
598,0.0012288297999999997
599,0.0003436267000000015
600,0.00030188010000003373
601,0.0012514524000000193
602,4.1029999998443144e-07
603,1.5082000000177231e-06
604,9.899539999999262e-05
605,1.7174699999955578e-05
606,0.0011138293000000487
607,1.9298399999954085e-05
608,2.9342999999926177e-06
609,0.0006420184999999634
610,2.7865200000078973e-05
611,3.292319999999904e-05
612,0.0013532691999999713
613,1.200399999987667e-06
614,0.0022830197000000396
615,7.745999999997366e-06
616,6.997099999992429e-06
617,0.0026670899999999874
618,4.261859999999729e-05
619,7.787079999999946e-05
620,1.0454600000002756e-05
621,0.0007604046000000153
622,2.03961999999791e-05
623,1.369670000002543e-05
624,6.448190000000408e-05
625,0.0007676479999999942
626,9.540449999995815e-05
627,0.0012519654000000457
628,0.0018858068000000116
629,0.0007367048999999781
630,5.049800000001881e-05
631,3.908899999984783e-06
632,6.053999999977578e-07
633,3.069999998217554e-08
634,1.2650199999981738e-05
635,3.09610000000049e-05
636,4.0466800000018564e-05
637,0.0017169435000000278
638,0.0020319392999999762
639,3.611519999999757e-05
640,0.0001350441000000302
641,0.0003341681999999935
642,0.00020459930000001235
643,0.0006710471999999612
644,0.0014277720999999843
645,0.0025636622000000386
646,1.5693999999655261e-06
647,5.778499999991027e-06
648,1.1325000000041997e-05
649,6.259899999960794e-06
650,0.00011822600000002125
651,0.004664122300000031
652,0.0011050457999999708
653,1.0614199999992025e-05
654,1.8034599999978694e-05
655,4.095200000051591e-06
656,5.941599999985669e-06
657,0.00047142839999999355
658,9.624999999857663e-07
659,0.00022555940000003715
660,0.00115691819999995
661,1.4001000000263274e-06
662,0.00037749679999997453
663,1.0156000000449695e-06
664,0.00012992189999998515
665,0.005878123399999993
666,3.826399999979913e-06
667,1.8054000000233827e-06
668,6.842299999973989e-06
669,8.383119999997745e-05
670,1.7613600000032648e-05
671,0.00011679120000003707
672,1.0555899999999951e-05
673,7.256749999996259e-05
674,0.003221243099999995
675,8.514400000052546e-06
676,0.0004769616999999471
677,2.8774700000013807e-05
678,1.870090000004154e-05
679,7.262899999957994e-06
680,2.413789999998528e-05
681,0.0032607480000000065
682,0.0003055652999999836
683,0.0008838075999999973
684,0.0014579364000000083
685,9.719780000004619e-05
686,5.846999999903346e-07
687,4.6203599999969926e-05
688,0.0001801057000000128
689,2.873000000391812e-07
690,0.0007220334999999522
691,0.00012590060000000847
692,0.002045883099999983
693,2.8497700000045255e-05
694,0.0007577839000000353
695,1.990099999957806e-06
696,1.0678899999945202e-05
697,3.5910000001138087e-07
698,0.0010357747000000472
699,0.0004980015999999665
700,0.0020086965000000135
701,0.00010052149999999926
702,5.139499999984309e-06
703,1.887499999995157e-06
704,0.001640493900000024
705,0.0019040614000000033
706,8.09390000000576e-06
707,1.7540999999710038e-06
708,0.0008573514000000415
709,5.3743499999967526e-05
710,1.5172000000021057e-05
711,2.937989999999502e-05
712,5.965230000001043e-05
713,3.6519999999740096e-06
714,5.6154200000051444e-05
715,1.957289999992895e-05
716,7.796000000581671e-07
717,5.410249999997063e-05
718,0.00011207239999997399
719,9.233000000108404e-07
720,2.5071399999987422e-05
721,8.145100000049866e-06
722,1.6310999999546993e-06
723,5.641999999994596e-07
724,1.0381400000056828e-05
725,0.00010421449999995503
726,2.2261000000156627e-06
727,3.487800000030461e-06
728,1.0463999999643647e-06
729,0.0002620390999999955
730,8.493899999990617e-06
731,0.0017502376000000197
732,7.261890000002324e-05
733,3.5114299999960966e-05
734,1.428980000000024e-05
735,2.7235900000022183e-05
736,0.0007462329999999895
737,0.000350271200000023
738,0.000777838899999992
739,3.507329999997921e-05
740,2.2464999999982636e-06
741,2.975000000304817e-07
742,4.944599999987531e-06
743,1.107900000008044e-06
744,0.0005524528000000117
745,6.150899999994408e-05
746,0.0015757740000000098
747,0.0016344927000000098
748,3.2313800000025596e-05
749,2.011660000000859e-05
750,0.002313623399999969
751,0.0019390813999999779
752,7.686699999993607e-06
753,3.211420000006626e-05
754,5.735459999996806e-05
755,0.001066991900000005
756,0.0014448412000000132
757,0.002018387600000011
758,0.000159018599999996
759,4.052149999999699e-05
760,2.3300299999959862e-05
761,0.0023972717000000188
762,1.5705999999937604e-06
763,4.157500000019354e-06
764,3.4738000000089642e-06
765,0.001590685399999998
766,6.289789999996742e-05
767,1.7590699999985303e-05
768,1.4689700000047879e-05
769,0.0005847067999999922
770,0.0025247489999999572
771,0.00560247860000004
772,2.328200000007996e-06
773,1.2379999999723169e-06
774,1.97710000001905e-06
775,2.291200000001936e-06
776,1.699899999962895e-06
777,1.1087000000031822e-06
778,0.00010090640000001372
779,1.0532300000036798e-05
780,9.092849999994712e-05
781,6.700000000002148e-05
782,5.2032999999980235e-05
783,4.767300000025898e-06
784,3.935699999999542e-06
785,0.0017613633999999934
786,1.0680099999973437e-05
787,3.355540000001156e-05
788,0.000888313000000025
789,4.578760000001125e-05
790,0.0013191747999999849
791,1.230610000000354e-05
792,1.4689699999976824e-05
793,3.1419999999116046e-07
794,4.260940000001767e-05
795,0.0001399496999999883
796,2.9859899999991057e-05
797,1.8200499999991848e-05
798,8.99122000000574e-05
799,3.863679999994929e-05
800,0.002892158600000059
801,0.0019460289999999958
802,0.0001396725999999404
803,2.633060000000853e-05
804,0.00114583599999996
805,0.007325999800000034
806,0.0007451482000000453
807,8.069190000000504e-05
808,4.841099999950416e-06
809,1.0174000000517935e-06
810,0.00022343749999997442
811,9.90200000003938e-07
812,0.0007523769000000158
813,0.0006132291000000123
814,0.00012378679999997644
815,3.137590000001467e-05
816,3.769899999994664e-06
817,6.11339999998961e-06
818,2.320949999997879e-05
819,0.00013814850000002822
820,4.43289999999763e-06
821,2.6470600000010337e-05
822,4.5201699999992686e-05
823,1.3653099999970664e-05
824,0.001122719800000027
825,0.00027341739999997116
826,6.267999999920449e-07
827,0.0011907585000000154
828,0.00033153630000001046
829,0.0026430707000000097
830,9.447000000051275e-07
831,2.270999999964829e-06
832,2.9977000000513955e-06
833,0.0009040785999999912
834,5.3140999999357065e-06
835,4.055070000006822e-05
836,0.0003961594999999818
837,4.223999999979355e-06
838,0.0008221869000000482
839,0.0004246738999999877
840,7.899389999998618e-05
841,1.126410000004796e-05
842,0.0011820923999999167
843,2.052060000004019e-05
844,9.529960000001836e-05
845,0.0004355655999999897
846,1.9070000000454002e-07
847,0.00013783969999998648
848,0.00024320410000001403
849,2.8432999999239427e-06
850,0.003923115200000069
851,0.00038776589999997666
852,0.0001826597000000163
853,0.002323470699999959
854,0.00030480230000001996
855,1.2717500000007931e-05
856,1.4216399999966712e-05
857,0.00036772670000004835
858,0.00015837839999996106
859,0.00048106700000005275
860,1.5615299999964803e-05
861,3.4809599999974236e-05
862,3.5246000000199727e-06
863,5.468499999992105e-06
864,6.028100000001757e-05
865,0.00043985320000004434
866,0.00016450100000000133
867,0.00038914669999996933
868,1.0537300000024174e-05
869,0.0007459999999999667
870,1.329890000000944e-05
871,2.5070999999599054e-06
872,0.001545767799999993
873,2.052900000037994e-06
874,3.660899999999856e-06
875,3.438269999996635e-05
876,2.307300000055079e-06
877,6.812899999957267e-06
878,4.037809999999809e-05
879,0.0001723041000000336
880,0.001067344100000014
881,0.0003305371999999096
882,5.2777000000503446e-06
883,0.001240801900000008
884,0.0004273899999999742
885,1.8259000000142579e-06
886,0.000529611600000024
887,0.00014786819999997646
888,0.0003057198999999855
889,0.00042464660000000263
890,0.000728876800000009
891,0.0005512041000000068
892,0.00016515500000004125
893,0.0009892313999999658
894,9.393689999996013e-05
895,8.102900000039882e-06
896,6.631000000112408e-07
897,3.544550000000868e-05
898,4.0096499999933143e-05
899,0.0009628062000000171
900,4.959900000045536e-06
901,0.0016177487999999584
902,2.1883200000019086e-05
903,0.00036879869999999925
904,1.9466800000031982e-05
905,5.166939999995179e-05
906,2.1809999999788943e-07
907,0.00019726670000004277
908,5.657469999995612e-05
909,0.0033419160000000402
910,0.0014227531000000227
911,0.0007232173999999958
912,0.00030482049999996263
913,0.0010309539000000001
914,8.740560000006781e-05
915,3.956969999997284e-05
916,0.0010335063999999505
917,5.067930000002718e-05
918,0.0008988644000000079
919,0.00045227099999998186
920,0.0004930577999999741
921,4.678200000043375e-06
922,0.0005544469999999535
923,0.000306819000000047
924,5.3649699999951396e-05
925,0.00033784060000002113
926,0.0006051536000000368
927,0.0009475360999999793
928,0.00037979929999998774
929,8.811000000008562e-07
930,5.6956299999981754e-05
931,0.0010989381000000265
932,0.0002258083999999627
933,6.018110000006516e-05
934,7.612299999948391e-06
935,0.0004847188000000102
936,0.0006481115000000415
937,0.00010904349999997009
938,0.0011966540000000235
939,0.0004855363000000068
940,4.41479999999217e-06
941,0.00044688409999999124
942,0.00047669769999998836
943,0.0005600335999999828
944,0.000728486100000012
945,9.671670000003019e-05
946,1.45339999995997e-06
947,0.0017056176999999907
948,0.0005755036000000046
949,5.395900000024767e-06
950,3.010410000001684e-05
951,1.690519999996809e-05
952,2.124739999999292e-05
953,4.396620000001405e-05
954,0.0003987665999999734
955,5.4500000032930985e-08
956,0.0008564332999999635
957,4.451000000216254e-07
958,1.3807999999926323e-06
959,1.1991000000222129e-06
960,2.9668099999966557e-05
961,6.701220000003616e-05
962,4.269000000078904e-07
963,0.0006772254999999915
964,0.000365437600000007
965,3.135780000000921e-05
966,4.0880000000242946e-07
967,8.130099999945628e-06
968,0.00018592090000005613
969,0.00029936100000000466
970,0.0004424148999999744
971,0.0008299354999999764
972,0.0009604353000000998
973,1.0646399999885148e-05
974,0.0008183535000000575
975,0.002154545799999994
976,8.565239999995811e-05
977,7.630000000347082e-07
978,9.029499999968493e-06
979,2.3054999999985172e-05
980,5.4776000000344995e-06
981,1.0455600000014442e-05
982,0.0006937218999999573
983,8.938600000050201e-06
984,0.0006862094999999613
985,8.093799999997486e-06
986,5.254149999998958e-05
987,0.00014824070000003076
988,7.566900000028909e-06
989,0.0006596571999999412
990,0.0001452611999999931
991,0.0006961927000000401
992,5.177899999964098e-06
993,6.903800000017668e-06
994,0.00018033420000001854
995,2.1719699999991348e-05
996,0.00021262769999999876
997,0.00017966200000003597
998,1.9257999999666708e-06
999,0.0015040634000000352
1000,1.3080999999459663e-06
1001,1.635000000277387e-07
1002,1.551540000001239e-05
1003,0.0004897875999999712
1004,2.3526999999745614e-06
1005,9.811000000325977e-07
1006,1.8712899999968614e-05
1007,3.849770000002195e-05
1008,0.00253996800000003
1009,2.5434999999873753e-06
1010,7.937540000000354e-05
1011,5.9228000000643985e-06
1012,2.451749999991648e-05
1013,1.1364000000000374e-05
1014,8.330000000000837e-06
1015,0.00046159100000004116
1016,4.291250000001412e-05
1017,0.002096989999999934
1018,0.0010614122999999865
1019,1.353500000007557e-06
1020,8.302700000015761e-06
1021,0.0018716357000000273
1022,2.7242799999953606e-05
1023,0.00023746309999999937
1024,0.0005187563000000494
1025,1.9866499999992014e-05
1026,0.0008992004999999637
1027,2.4236000000001924e-05
1028,2.216399999994678e-06
1029,0.0006427793000000293
1030,0.0002409331999999864
1031,0.0023009877999999873
1032,8.085000000335185e-07
1033,0.00044974559999999997
1034,9.90200000003938e-07
1035,2.2591700000020863e-05
1036,0.0005304018999999727
1037,0.0005904647999999923
1038,4.451100000011365e-06
1039,7.422480000002452e-05
1040,0.0014025776999999806
1041,0.0010852394999999859
1042,4.764520000001937e-05
1043,2.3227699999992524e-05
1044,4.160399999975084e-06
1045,1.8849200000019552e-05
1046,0.00047965900000001226
1047,0.00014842240000000116
1048,0.0004094673999999543
1049,1.9585000000006403e-05
1050,1.5951399999991622e-05
1051,0.0005837608000000216
1052,0.001169747400000034
1053,8.284500000002026e-06
1054,1.508000000001175e-06
1055,2.0889999994722074e-07
1056,0.0009042966000000519
1057,2.061139999995021e-05
1058,1.0228599999990707e-05
1059,1.217200000027674e-06
1060,3.0213000000145484e-06
1061,1.5519999998048207e-07
1062,0.0004464398000000358
1063,1.1974499999993781e-05
1064,4.0459200000029227e-05
1065,0.00011351029999993046
1066,1.1302000000057433e-06
1067,0.0007423527000000263
1068,7.911599999985696e-06
1069,3.1476400000016726e-05
1070,1.529199999978914e-06
1071,1.928769999999247e-05
1072,0.00038719520000000783
1073,0.00039054169999999997
1074,0.00017755649999998013
1075,3.970569999999896e-05
1076,2.3343200000027763e-05
1077,0.0011601896999999895
1078,0.00013451920000001394
1079,7.704750000002036e-05
1080,3.5864399999994133e-05
1081,0.00032176029999995135
1082,2.387510000005477e-05
1083,0.00016818969999995658
1084,5.613999999809493e-07
1085,4.2849999999816644e-07
1086,2.0166800000041008e-05
1087,0.0005263609000000002
1088,0.00030361020000000847
1089,4.94930000002114e-06
1090,0.002556079699999998
1091,0.0009597699999999775
1092,7.913070000000743e-05
1093,5.200499999986619e-06
1094,0.00010090789999999571
1095,0.00021567400000002123
1096,0.00013033809999996038
